,Activity foil,isotope,half life,half life (s),A0 bequerel,E gamma,I gamma,counting times at delays 2.00 d/2.17 d/2.33 d/2.50 d/2.67 d/2.83 d/3.00 d/3.17 d
1133,A0_Ta09,180HFm,5.50 h,19800.0,52.39231577455194,332.274,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1171,A0_Ta09,180TAg,8.15 h,29354.4,224515.82008446267,93.324,4.51,"['1.75 h', '2.53 h', '3.74 h', '5.67 h', '9.07 h', '16.56 h', '-', '-']"
1151,A0_Ta09,181Wg,121.20 d,10471680.0,657.3128231195517,6.24,1.03,"['1.74 d', '1.74 d', '1.74 d', '1.74 d', '1.74 d', '1.75 d', '1.75 d', '1.75 d']"
1103,A0_Ta10,179Wm,6.40 min,384.0,10.466749512210338,221.5,8.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1123,A0_Ta10,178TAg,9.31 min,558.6,1.0172392581481824,93.13,6.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
1087,A0_Ta10,179Wg,37.05 min,2223.0,4509336.231562976,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1138,A0_Ta10,180HFm,5.50 h,19800.0,2.314347654840934,332.274,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1173,A0_Ta10,180TAg,8.15 h,29354.4,144147.39795655082,93.324,4.51,"['2.85 h', '4.23 h', '6.49 h', '10.66 h', '21.37 h', '-', '-', '-']"
1154,A0_Ta10,181Wg,121.20 d,10471680.0,747.256012522132,6.24,1.03,"['1.53 d', '1.53 d', '1.53 d', '1.53 d', '1.53 d', '1.54 d', '1.54 d', '1.54 d']"
1108,A0_Ta11,179Wm,6.40 min,384.0,6.744754301668877,221.5,8.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1089,A0_Ta11,179Wg,37.05 min,2223.0,2247175.428140927,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1175,A0_Ta11,180TAg,8.15 h,29354.4,46292.00272304576,93.324,4.51,"['13.01 h', '1.38 d', '-', '-', '-', '-', '-', '-']"
1157,A0_Ta11,181Wg,121.20 d,10471680.0,754.7849010779007,6.24,1.03,"['1.51 d', '1.51 d', '1.52 d', '1.52 d', '1.52 d', '1.52 d', '1.52 d', '1.52 d']"
1091,A0_Ta12,179Wg,37.05 min,2223.0,3408.7442061227825,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1177,A0_Ta12,180TAg,8.15 h,29354.4,2293.982595994084,93.324,4.51,"['-', '-', '-', '-', '-', '-', '-', '-']"
1160,A0_Ta12,181Wg,121.20 d,10471680.0,727.2518976956916,6.24,1.03,"['1.57 d', '1.57 d', '1.57 d', '1.57 d', '1.58 d', '1.58 d', '1.58 d', '1.58 d']"
1179,A0_Ta13,180TAg,8.15 h,29354.4,11.247775949225272,93.324,4.51,"['-', '-', '-', '-', '-', '-', '-', '-']"
1163,A0_Ta13,181Wg,121.20 d,10471680.0,896.0900265520141,6.24,1.03,"['1.27 d', '1.27 d', '1.28 d', '1.28 d', '1.28 d', '1.28 d', '1.28 d', '1.28 d']"
1166,A0_Ta14,181Wg,121.20 d,10471680.0,217.153330931186,6.24,1.03,"['5.31 d', '5.32 d', '5.32 d', '5.33 d', '5.33 d', '5.34 d', '5.35 d', '5.35 d']"
