,Activity foil,isotope,half life,half life (s),A0 bequerel,E gamma,I gamma,counting times at delays 2.00 d/2.17 d/2.33 d/2.50 d/2.67 d/2.83 d/3.00 d/3.17 d
1226,A0_Cu09,62CUg,9.67 min,580.38,8882.40271818978,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
1256,A0_Cu09,60CUg,23.70 min,1422.0,1.3090102364886893,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1294,A0_Cu09,63ZNg,38.47 min,2308.2,339484.7068738527,669.62,8.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1277,A0_Cu09,61COg,1.65 h,5940.0,6233.043179296992,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1329,A0_Cu09,61CUg,3.33 h,11998.8,515658.0356661392,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1272,A0_Cu09,58COm1,9.10 h,32760.0,1515.5502885904382,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
1196,A0_Cu09,62ZNg,9.26 h,33336.0,264170.99152738217,596.56,26.0,"['8.87 min', '11.99 min', '16.21 min', '21.95 min', '29.76 min', '40.41 min', '55.01 min', '1.25 h']"
1350,A0_Cu09,64CUg,12.70 h,45723.6,679395.9451535661,1345.77,0.475,"['1.22 h', '1.53 h', '1.93 h', '2.43 h', '3.07 h', '3.91 h', '5.00 h', '6.46 h']"
1268,A0_Cu09,58COg,70.86 d,6122304.0,5.220242489288502,810.7593,99.45,"['2.30 d', '2.30 d', '2.31 d', '2.31 d', '2.31 d', '2.32 d', '2.32 d', '2.33 d']"
1358,A0_Cu09,65ZNg,243.93 d,21075550.0,197.8392747331627,1115.539,50.04,"['2.82 h', '2.82 h', '2.83 h', '2.83 h', '2.83 h', '2.83 h', '2.83 h', '2.83 h']"
1231,A0_Cu10,62CUg,9.67 min,580.38,10188.880501850994,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
1299,A0_Cu10,63ZNg,38.47 min,2308.2,306139.53943858325,669.62,8.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1280,A0_Cu10,61COg,1.65 h,5940.0,2918.9705398753085,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1334,A0_Cu10,61CUg,3.33 h,11998.8,38002.76730119551,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1273,A0_Cu10,58COm1,9.10 h,32760.0,8.839233998971938,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
1201,A0_Cu10,62ZNg,9.26 h,33336.0,372120.1854076541,596.56,26.0,"['6.29 min', '8.49 min', '11.48 min', '15.52 min', '21.01 min', '28.48 min', '38.66 min', '52.60 min']"
1351,A0_Cu10,64CUg,12.70 h,45723.6,682304.4143954222,1345.77,0.475,"['1.22 h', '1.53 h', '1.92 h', '2.42 h', '3.06 h', '3.89 h', '4.98 h', '6.43 h']"
1361,A0_Cu10,65ZNg,243.93 d,21075550.0,238.96989749354773,1115.539,50.04,"['2.34 h', '2.34 h', '2.34 h', '2.34 h', '2.34 h', '2.34 h', '2.34 h', '2.34 h']"
1236,A0_Cu11,62CUg,9.67 min,580.38,8883.646223554362,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
1304,A0_Cu11,63ZNg,38.47 min,2308.2,465037.5775976843,669.62,8.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1283,A0_Cu11,61COg,1.65 h,5940.0,367.9287086221044,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1339,A0_Cu11,61CUg,3.33 h,11998.8,881.9253995629651,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1206,A0_Cu11,62ZNg,9.26 h,33336.0,325393.6066573692,596.56,26.0,"['7.19 min', '9.72 min', '13.14 min', '17.77 min', '24.07 min', '32.65 min', '44.37 min', '1.01 h']"
1352,A0_Cu11,64CUg,12.70 h,45723.6,462114.1303255282,1345.77,0.475,"['1.83 h', '2.30 h', '2.91 h', '3.69 h', '4.72 h', '6.08 h', '7.93 h', '10.53 h']"
1364,A0_Cu11,65ZNg,243.93 d,21075550.0,336.47103102490706,1115.539,50.04,"['1.66 h', '1.66 h', '1.66 h', '1.66 h', '1.66 h', '1.66 h', '1.66 h', '1.66 h']"
1241,A0_Cu12,62CUg,9.67 min,580.38,1710.0950026904534,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
1309,A0_Cu12,63ZNg,38.47 min,2308.2,1822791.9126709537,669.62,8.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1286,A0_Cu12,61COg,1.65 h,5940.0,1.4641492830675578,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1344,A0_Cu12,61CUg,3.33 h,11998.8,13.53470393459832,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1211,A0_Cu12,62ZNg,9.26 h,33336.0,52542.197170093474,596.56,26.0,"['45.61 min', '1.04 h', '1.42 h', '1.95 h', '2.70 h', '3.79 h', '5.42 h', '7.98 h']"
1353,A0_Cu12,64CUg,12.70 h,45723.6,91831.6244798491,1345.77,0.475,"['11.88 h', '16.50 h', '1.02 d', '1.91 d', '-', '-', '-', '-']"
1367,A0_Cu12,65ZNg,243.93 d,21075550.0,1180.5561145604918,1115.539,50.04,"['28.37 min', '28.39 min', '28.40 min', '28.41 min', '28.43 min', '28.44 min', '28.46 min', '28.47 min']"
1246,A0_Cu13,62CUg,9.67 min,580.38,4.091350146065853,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
1314,A0_Cu13,63ZNg,38.47 min,2308.2,2318550.948251674,669.62,8.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1216,A0_Cu13,62ZNg,9.26 h,33336.0,23.093030874263412,596.56,26.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1354,A0_Cu13,64CUg,12.70 h,45723.6,408.650917000355,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
1370,A0_Cu13,65ZNg,243.93 d,21075550.0,2966.25447306518,1115.539,50.04,"['11.29 min', '11.30 min', '11.30 min', '11.31 min', '11.31 min', '11.32 min', '11.32 min', '11.33 min']"
1319,A0_Cu14,63ZNg,38.47 min,2308.2,963464.0890059706,669.62,8.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1373,A0_Cu14,65ZNg,243.93 d,21075550.0,1360.057184396528,1115.539,50.04,"['24.63 min', '24.64 min', '24.65 min', '24.66 min', '24.68 min', '24.69 min', '24.70 min', '24.71 min']"
50,A0_Ni08,53FEg,8.51 min,510.6,1.529067343045302,377.9,42.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
70,A0_Ni08,62CUg,9.67 min,580.38,83.42657236459512,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
125,A0_Ni08,60COm1,10.47 min,628.02,10.493361899020533,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
361,A0_Ni08,60COm,10.47 min,628.02,11.49923678854248,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
105,A0_Ni08,62COm1,13.91 min,834.6,3.618975796305072,1172.9,97.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
250,A0_Ni08,60CUg,23.70 min,1422.0,21678.21776943991,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
55,A0_Ni08,51MNg,46.20 min,2772.0,2841.771793321718,749.07,0.265,"['-', '-', '-', '-', '-', '-', '-', '-']"
305,A0_Ni08,61COg,1.65 h,5940.0,7096.20673939651,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
141,A0_Ni08,56MNg,2.58 h,9284.04,1.3967548079668517,846.7638,98.85,"['-', '-', '-', '-', '-', '-', '-', '-']"
326,A0_Ni08,61CUg,3.33 h,11998.8,55701.43130715781,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
167,A0_Ni08,58COm1,9.10 h,32760.0,145384.69888612887,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
377,A0_Ni08,58COm,9.10 h,32760.0,208.282924726252,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
242,A0_Ni08,64CUg,12.70 h,45723.6,2242.2647733419776,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
207,A0_Ni08,55COg,17.53 h,63108.0,7339.497213883363,931.1,75.0,"['20.34 min', '23.85 min', '27.97 min', '32.82 min', '38.52 min', '45.22 min', '53.10 min', '1.04 h']"
0,A0_Ni08,57NIg,1.48 d,128160.0,457707.9931271572,1377.63,81.7,"['6.81 s', '7.36 s', '7.96 s', '8.60 s', '9.30 s', '10.05 s', '10.86 s', '11.74 s']"
30,A0_Ni08,56NIg,6.08 d,524880.0,2669.03558907024,158.38,98.8,"['7.94 min', '8.10 min', '8.25 min', '8.41 min', '8.57 min', '8.74 min', '8.90 min', '9.07 min']"
146,A0_Ni08,58COg,70.86 d,6122304.0,666.9652594854285,810.7593,99.45,"['25.63 min', '25.67 min', '25.71 min', '25.75 min', '25.79 min', '25.84 min', '25.88 min', '25.92 min']"
285,A0_Ni08,56COg,77.23 d,6672931.0,4682.668920419082,846.77,99.9399,"['3.63 min', '3.63 min', '3.64 min', '3.64 min', '3.65 min', '3.65 min', '3.66 min', '3.66 min']"
172,A0_Ni08,57COg,271.74 d,23478340.0,3858.853306207387,122.06065,85.6,"['5.07 min', '5.07 min', '5.08 min', '5.08 min', '5.08 min', '5.08 min', '5.08 min', '5.09 min']"
249,A0_Ni08,55FEg,2.74 y,86594050.0,8.456944453764725,126.0,1.28e-07,"['-', '-', '-', '-', '-', '-', '-', '-']"
115,A0_Ni08,60COg,5.27 y,166344200.0,1.180259566870307,1332.492,99.9826,"['9.83 d', '9.83 d', '9.83 d', '9.83 d', '9.83 d', '9.84 d', '9.84 d', '9.84 d']"
75,A0_Ni09,62CUg,9.67 min,580.38,73.99549993236299,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
129,A0_Ni09,60COm1,10.47 min,628.02,9.868911581961193,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
365,A0_Ni09,60COm,10.47 min,628.02,13.268580130566146,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
110,A0_Ni09,62COm1,13.91 min,834.6,1.3733171932058683,1172.9,97.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
255,A0_Ni09,60CUg,23.70 min,1422.0,24299.37482207877,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
60,A0_Ni09,51MNg,46.20 min,2772.0,775.1260235048069,749.07,0.265,"['-', '-', '-', '-', '-', '-', '-', '-']"
308,A0_Ni09,61COg,1.65 h,5940.0,4586.222823087957,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
331,A0_Ni09,61CUg,3.33 h,11998.8,102626.27376957228,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
168,A0_Ni09,58COm1,9.10 h,32760.0,42178.51832535928,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
378,A0_Ni09,58COm,9.10 h,32760.0,233.52628584033803,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
243,A0_Ni09,64CUg,12.70 h,45723.6,2675.8115123695866,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
212,A0_Ni09,55COg,17.53 h,63108.0,9755.355158362754,931.1,75.0,"['15.28 min', '17.91 min', '21.00 min', '24.63 min', '28.89 min', '33.89 min', '39.78 min', '46.70 min']"
5,A0_Ni09,57NIg,1.48 d,128160.0,518381.82661168714,1377.63,81.7,"['6.01 s', '6.50 s', '7.03 s', '7.59 s', '8.21 s', '8.87 s', '9.59 s', '10.37 s']"
35,A0_Ni09,56NIg,6.08 d,524880.0,557.2504071193276,158.38,98.8,"['38.09 min', '38.82 min', '39.57 min', '40.33 min', '41.10 min', '41.89 min', '42.70 min', '43.52 min']"
149,A0_Ni09,58COg,70.86 d,6122304.0,234.05478756294775,810.7593,99.45,"['1.22 h', '1.22 h', '1.22 h', '1.22 h', '1.23 h', '1.23 h', '1.23 h', '1.23 h']"
290,A0_Ni09,56COg,77.23 d,6672931.0,1619.9841239159905,846.77,99.9399,"['10.48 min', '10.50 min', '10.51 min', '10.53 min', '10.54 min', '10.56 min', '10.58 min', '10.59 min']"
177,A0_Ni09,57COg,271.74 d,23478340.0,5160.727748948401,122.06065,85.6,"['3.79 min', '3.79 min', '3.80 min', '3.80 min', '3.80 min', '3.80 min', '3.80 min', '3.80 min']"
120,A0_Ni09,60COg,5.27 y,166344200.0,1.1530231281548704,1332.492,99.9826,"['10.07 d', '10.07 d', '10.07 d', '10.07 d', '10.07 d', '10.07 d', '10.07 d', '10.07 d']"
80,A0_Ni10,62CUg,9.67 min,580.38,51.96641406292019,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
133,A0_Ni10,60COm1,10.47 min,628.02,8.876804762699596,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
369,A0_Ni10,60COm,10.47 min,628.02,9.2744694024312,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
260,A0_Ni10,60CUg,23.70 min,1422.0,31946.814508956435,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
65,A0_Ni10,51MNg,46.20 min,2772.0,35.80517013154472,749.07,0.265,"['-', '-', '-', '-', '-', '-', '-', '-']"
311,A0_Ni10,61COg,1.65 h,5940.0,2620.669888671283,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
336,A0_Ni10,61CUg,3.33 h,11998.8,188599.82489936263,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
169,A0_Ni10,58COm1,9.10 h,32760.0,10838.172266713756,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
379,A0_Ni10,58COm,9.10 h,32760.0,373.9042112684811,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
244,A0_Ni10,64CUg,12.70 h,45723.6,3240.2720926399957,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
217,A0_Ni10,55COg,17.53 h,63108.0,21425.626776049765,931.1,75.0,"['6.94 min', '8.13 min', '9.52 min', '11.16 min', '13.08 min', '15.34 min', '17.98 min', '21.08 min']"
10,A0_Ni10,57NIg,1.48 d,128160.0,482572.3109180564,1377.63,81.7,"['6.46 s', '6.98 s', '7.55 s', '8.16 s', '8.82 s', '9.53 s', '10.31 s', '11.14 s']"
40,A0_Ni10,56NIg,6.08 d,524880.0,56.2089378615427,158.38,98.8,"['6.38 h', '6.50 h', '6.63 h', '6.76 h', '6.89 h', '7.03 h', '7.16 h', '7.30 h']"
152,A0_Ni10,58COg,70.86 d,6122304.0,107.51807621874929,810.7593,99.45,"['2.65 h', '2.65 h', '2.66 h', '2.66 h', '2.67 h', '2.67 h', '2.68 h', '2.68 h']"
295,A0_Ni10,56COg,77.23 d,6672931.0,583.5647328813335,846.77,99.9399,"['29.10 min', '29.14 min', '29.18 min', '29.23 min', '29.27 min', '29.32 min', '29.36 min', '29.40 min']"
182,A0_Ni10,57COg,271.74 d,23478340.0,5919.668437332838,122.06065,85.6,"['3.31 min', '3.31 min', '3.31 min', '3.31 min', '3.31 min', '3.31 min', '3.31 min', '3.32 min']"
85,A0_Ni11,62CUg,9.67 min,580.38,69.90029066212813,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
137,A0_Ni11,60COm1,10.47 min,628.02,4.80968733425615,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
373,A0_Ni11,60COm,10.47 min,628.02,2.699123448769384,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
265,A0_Ni11,60CUg,23.70 min,1422.0,55970.96129049954,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
314,A0_Ni11,61COg,1.65 h,5940.0,2154.3778249074426,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
341,A0_Ni11,61CUg,3.33 h,11998.8,226888.46925134576,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
170,A0_Ni11,58COm1,9.10 h,32760.0,3819.2589749597505,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
380,A0_Ni11,58COm,9.10 h,32760.0,904.8399540611016,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
245,A0_Ni11,64CUg,12.70 h,45723.6,4331.805326637416,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
222,A0_Ni11,55COg,17.53 h,63108.0,73889.40114057137,931.1,75.0,"['2.01 min', '2.35 min', '2.76 min', '3.23 min', '3.78 min', '4.43 min', '5.19 min', '6.08 min']"
15,A0_Ni11,57NIg,1.48 d,128160.0,364788.949566328,1377.63,81.7,"['8.54 s', '9.24 s', '9.98 s', '10.79 s', '11.67 s', '12.61 s', '13.63 s', '14.74 s']"
45,A0_Ni11,56NIg,6.08 d,524880.0,12.294466468259738,158.38,98.8,"['1.29 d', '1.31 d', '1.34 d', '1.37 d', '1.40 d', '1.43 d', '1.46 d', '1.49 d']"
155,A0_Ni11,58COg,70.86 d,6122304.0,45.673955627765054,810.7593,99.45,"['6.24 h', '6.25 h', '6.26 h', '6.27 h', '6.29 h', '6.30 h', '6.31 h', '6.32 h']"
300,A0_Ni11,56COg,77.23 d,6672931.0,69.35971079217235,846.77,99.9399,"['4.08 h', '4.09 h', '4.10 h', '4.10 h', '4.11 h', '4.11 h', '4.12 h', '4.13 h']"
187,A0_Ni11,57COg,271.74 d,23478340.0,5804.207350485056,122.06065,85.6,"['3.37 min', '3.37 min', '3.37 min', '3.38 min', '3.38 min', '3.38 min', '3.38 min', '3.38 min']"
90,A0_Ni12,62CUg,9.67 min,580.38,299.78431746927566,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
270,A0_Ni12,60CUg,23.70 min,1422.0,221959.91597476104,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
317,A0_Ni12,61COg,1.65 h,5940.0,2632.925423895114,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
346,A0_Ni12,61CUg,3.33 h,11998.8,81711.87819746631,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
171,A0_Ni12,58COm1,9.10 h,32760.0,34.03179493126848,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
381,A0_Ni12,58COm,9.10 h,32760.0,2367.140789474323,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
246,A0_Ni12,64CUg,12.70 h,45723.6,10639.053263153308,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
227,A0_Ni12,55COg,17.53 h,63108.0,135532.3257658484,931.1,75.0,"['1.09 min', '1.28 min', '1.50 min', '1.76 min', '2.06 min', '2.41 min', '2.83 min', '3.31 min']"
20,A0_Ni12,57NIg,1.48 d,128160.0,49076.103551032866,1377.63,81.7,"['1.06 min', '1.14 min', '1.24 min', '1.34 min', '1.45 min', '1.56 min', '1.69 min', '1.83 min']"
158,A0_Ni12,58COg,70.86 d,6122304.0,30.759276984298825,810.7593,99.45,"['9.28 h', '9.29 h', '9.31 h', '9.32 h', '9.34 h', '9.35 h', '9.37 h', '9.38 h']"
192,A0_Ni12,57COg,271.74 d,23478340.0,2686.4648287006767,122.06065,85.6,"['7.28 min', '7.29 min', '7.29 min', '7.29 min', '7.30 min', '7.30 min', '7.30 min', '7.31 min']"
95,A0_Ni13,62CUg,9.67 min,580.38,606.5113155279399,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
275,A0_Ni13,60CUg,23.70 min,1422.0,335981.6415140894,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
320,A0_Ni13,61COg,1.65 h,5940.0,1547.7253142794484,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
351,A0_Ni13,61CUg,3.33 h,11998.8,59835.26599369614,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
382,A0_Ni13,58COm,9.10 h,32760.0,2179.9290541626347,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
247,A0_Ni13,64CUg,12.70 h,45723.6,36138.148143721475,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
232,A0_Ni13,55COg,17.53 h,63108.0,54095.456315634125,931.1,75.0,"['2.74 min', '3.21 min', '3.77 min', '4.41 min', '5.17 min', '6.06 min', '7.10 min', '8.32 min']"
25,A0_Ni13,57NIg,1.48 d,128160.0,249.54206590492905,1377.63,81.7,"['3.59 h', '3.89 h', '4.22 h', '4.58 h', '4.97 h', '5.39 h', '5.86 h', '6.36 h']"
161,A0_Ni13,58COg,70.86 d,6122304.0,33.42159438549153,810.7593,99.45,"['8.54 h', '8.55 h', '8.57 h', '8.58 h', '8.59 h', '8.61 h', '8.62 h', '8.64 h']"
197,A0_Ni13,57COg,271.74 d,23478340.0,211.86029437000943,122.06065,85.6,"['1.54 h', '1.54 h', '1.54 h', '1.54 h', '1.54 h', '1.54 h', '1.54 h', '1.54 h']"
100,A0_Ni14,62CUg,9.67 min,580.38,417.06080159449766,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
280,A0_Ni14,60CUg,23.70 min,1422.0,81293.77402254491,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
323,A0_Ni14,61COg,1.65 h,5940.0,237.32040913451743,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
356,A0_Ni14,61CUg,3.33 h,11998.8,67174.88724426937,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
383,A0_Ni14,58COm,9.10 h,32760.0,398.59619889660985,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
248,A0_Ni14,64CUg,12.70 h,45723.6,34970.9242354974,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
237,A0_Ni14,55COg,17.53 h,63108.0,3568.289244058019,931.1,75.0,"['42.13 min', '49.47 min', '58.11 min', '1.14 h', '1.34 h', '1.58 h', '1.86 h', '2.19 h']"
164,A0_Ni14,58COg,70.86 d,6122304.0,6.325913007523881,810.7593,99.45,"['1.89 d', '1.90 d', '1.90 d', '1.90 d', '1.91 d', '1.91 d', '1.91 d', '1.92 d']"
202,A0_Ni14,57COg,271.74 d,23478340.0,18.66950608809988,122.06065,85.6,"['17.49 h', '17.49 h', '17.50 h', '17.51 h', '17.52 h', '17.52 h', '17.53 h', '17.54 h']"
454,A0_Sn08,112INg,14.97 min,898.2,54.03832298786637,617.517,1.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
391,A0_Sn08,116SBg,15.80 min,948.0,18256.689163698444,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
903,A0_Sn08,120SBg,15.89 min,953.4,3953.8859165268186,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
938,A0_Sn08,119INm,18.00 min,1080.0,10.116906853940252,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
474,A0_Sn08,112INm,20.56 min,1233.6,998.3997643768004,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
733,A0_Sn08,113SNm,21.40 min,1284.0,1649.3606027596963,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
616,A0_Sn08,115SBg,32.10 min,1926.0,156941.34333063866,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
881,A0_Sn08,107INg,32.40 min,1944.0,81.76002625558695,204.95,47.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
820,A0_Sn08,111SNg,35.30 min,2118.0,10755.970082148708,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
683,A0_Sn08,108INm,39.60 min,2376.0,429.93827636309055,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
1018,A0_Sn08,123SNm,40.06 min,2403.6,4331.867334121214,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
850,A0_Sn08,117INg,43.20 min,2592.0,2737.390814133722,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
509,A0_Sn08,111CDm,48.54 min,2912.4,3.320180193533517,245.395,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
479,A0_Sn08,116INm,54.29 min,3257.4,7763.65020630608,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
658,A0_Sn08,108INg,58.00 min,3480.0,935.0790475225276,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
774,A0_Sn08,110INm,1.15 h,4146.0,630.6364894151894,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
874,A0_Sn08,113INm,1.66 h,5968.56,1310.1567211359695,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
868,A0_Sn08,117INm,1.94 h,6972.0,734.4779026407597,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
546,A0_Sn08,117SBg,2.80 h,10080.0,544310.127073538,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
511,A0_Sn08,109INg,4.17 h,15001.2,248.2752362703378,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
651,A0_Sn08,115INm,4.49 h,16149.6,1218.0906222509236,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
754,A0_Sn08,110INg,4.90 h,17640.0,441.9541509853731,657.75,98.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
