,Activity foil,isotope,half life,half life (s),A0 bequerel,E gamma,I gamma,counting times at delays 2.00 d/2.17 d/2.33 d/2.50 d/2.67 d/2.83 d/3.00 d/3.17 d
572,A0_Ni03,58COm1,9.10 h,32760.0,267087.50145392434,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
925,A0_Ni03,58COm,9.10 h,32760.0,9077.839247954094,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
672,A0_Ni03,64CUg,12.70 h,45723.6,1156.210708867995,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
622,A0_Ni03,55COg,17.53 h,63108.0,146816.3309443506,931.1,75.0,"['1.01 min', '1.18 min', '1.39 min', '1.62 min', '1.90 min', '2.23 min', '2.61 min', '3.06 min']"
10,A0_Ni03,57NIg,1.48 d,128160.0,279424.7896134529,1377.63,81.7,"['11.15 s', '12.06 s', '13.03 s', '14.09 s', '15.23 s', '16.46 s', '17.80 s', '19.24 s']"
105,A0_Ni03,52MNg,5.59 d,483062.4,1604.0441072476292,1434.092,100.0,"['13.32 min', '13.60 min', '13.88 min', '14.17 min', '14.47 min', '14.77 min', '15.08 min', '15.40 min']"
70,A0_Ni03,56NIg,6.08 d,524880.0,7706.330157250812,158.38,98.8,"['2.75 min', '2.80 min', '2.86 min', '2.91 min', '2.97 min', '3.02 min', '3.08 min', '3.14 min']"
669,A0_Ni03,51CRg,27.70 d,2393366.0,6.74297779835048,320.0824,9.91,"['24.30 d', '24.44 d', '24.59 d', '24.73 d', '24.87 d', '25.02 d', '25.16 d', '25.31 d']"
815,A0_Ni03,59FEg,44.49 d,3844368.0,5.535764529514953,1099.245,56.5,"['3.94 d', '3.95 d', '3.96 d', '3.97 d', '3.98 d', '3.99 d', '4.00 d', '4.01 d']"
555,A0_Ni03,58COg,70.86 d,6122304.0,1446.8777178633395,810.7593,99.45,"['11.81 min', '11.83 min', '11.85 min', '11.87 min', '11.89 min', '11.91 min', '11.93 min', '11.95 min']"
759,A0_Ni03,56COg,77.23 d,6672931.0,9126.403436427994,846.77,99.9399,"['1.86 min', '1.86 min', '1.87 min', '1.87 min', '1.87 min', '1.87 min', '1.88 min', '1.88 min']"
587,A0_Ni03,57COg,271.74 d,23478340.0,2180.3502456938186,122.06065,85.6,"['8.98 min', '8.98 min', '8.98 min', '8.99 min', '8.99 min', '8.99 min', '9.00 min', '9.00 min']"
711,A0_Ni03,54MNg,312.05 d,26961120.0,14.823138582878764,834.848,99.976,"['18.84 h', '18.85 h', '18.86 h', '18.86 h', '18.87 h', '18.88 h', '18.89 h', '18.89 h']"
704,A0_Ni03,55FEg,2.74 y,86594050.0,411.04457615663944,126.0,1.28e-07,"['-', '-', '-', '-', '-', '-', '-', '-']"
461,A0_Ni03,60COg,5.27 y,166344200.0,2.625427174321956,1332.492,99.9826,"['4.42 d', '4.42 d', '4.42 d', '4.42 d', '4.42 d', '4.42 d', '4.42 d', '4.42 d']"
326,A0_Ni04,59CUg,1.36 min,81.5,76.77209304701562,1301.35,14.78,"['-', '-', '-', '-', '-', '-', '-', '-']"
264,A0_Ni04,54COm1,1.48 min,88.8,70.43259402468065,1407.0,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
396,A0_Ni04,62COg,1.50 min,90.0,7.344435272121902,1172.9,83.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
662,A0_Ni04,50MNm1,1.75 min,105.0,3.616578267815576,783.3,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
235,A0_Ni04,53FEm1,2.54 min,152.4,1036.366219328528,701.1,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
180,A0_Ni04,61FEg,5.98 min,358.8,1.222020592943306,1205.07,42.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
200,A0_Ni04,53FEg,8.51 min,510.6,447670.8510918144,377.9,42.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
361,A0_Ni04,62CUg,9.67 min,580.38,58818.153597994446,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
498,A0_Ni04,60COm1,10.47 min,628.02,37535.18448385206,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
907,A0_Ni04,60COm,10.47 min,628.02,8233.501225149315,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
431,A0_Ni04,62COm1,13.91 min,834.6,4578.581029650118,1172.9,97.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
145,A0_Ni04,52MNm1,21.10 min,1266.0,23181.070583205885,1434.06,98.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
890,A0_Ni04,52MNm,21.10 min,1266.0,2.3909438474610036,1434.06,98.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
729,A0_Ni04,60CUg,23.70 min,1422.0,267037.6178025602,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
692,A0_Ni04,47Vg,32.60 min,1956.0,15.984229525599298,1793.9,0.191,"['-', '-', '-', '-', '-', '-', '-', '-']"
55,A0_Ni04,49CRg,42.30 min,2538.0,10.15409746197357,90.639,53.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
291,A0_Ni04,51MNg,46.20 min,2772.0,15241.293039835624,749.07,0.265,"['-', '-', '-', '-', '-', '-', '-', '-']"
793,A0_Ni04,61COg,1.65 h,5940.0,37924.95224274006,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
529,A0_Ni04,56MNg,2.58 h,9284.04,638.5183211375721,846.7638,98.85,"['-', '-', '-', '-', '-', '-', '-', '-']"
855,A0_Ni04,61CUg,3.33 h,11998.8,38235.3426997792,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
573,A0_Ni04,58COm1,9.10 h,32760.0,301663.16969387705,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
926,A0_Ni04,58COm,9.10 h,32760.0,6977.5955599205945,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
673,A0_Ni04,64CUg,12.70 h,45723.6,1327.3335129462653,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
627,A0_Ni04,55COg,17.53 h,63108.0,94970.84359212391,931.1,75.0,"['1.56 min', '1.83 min', '2.14 min', '2.51 min', '2.94 min', '3.45 min', '4.04 min', '4.73 min']"
15,A0_Ni04,57NIg,1.48 d,128160.0,300324.89675152686,1377.63,81.7,"['10.38 s', '11.22 s', '12.13 s', '13.11 s', '14.17 s', '15.32 s', '16.56 s', '17.90 s']"
110,A0_Ni04,52MNg,5.59 d,483062.4,476.76701362134753,1434.092,100.0,"['44.88 min', '45.82 min', '46.78 min', '47.76 min', '48.76 min', '49.78 min', '50.82 min', '51.88 min']"
75,A0_Ni04,56NIg,6.08 d,524880.0,8074.474784659696,158.38,98.8,"['2.62 min', '2.68 min', '2.73 min', '2.78 min', '2.83 min', '2.89 min', '2.94 min', '3.00 min']"
820,A0_Ni04,59FEg,44.49 d,3844368.0,4.824973560809864,1099.245,56.5,"['4.54 d', '4.55 d', '4.56 d', '4.57 d', '4.59 d', '4.60 d', '4.61 d', '4.62 d']"
558,A0_Ni04,58COg,70.86 d,6122304.0,1587.6658085626204,810.7593,99.45,"['10.76 min', '10.78 min', '10.80 min', '10.82 min', '10.84 min', '10.85 min', '10.87 min', '10.89 min']"
764,A0_Ni04,56COg,77.23 d,6672931.0,10251.673002629008,846.77,99.9399,"['1.66 min', '1.66 min', '1.66 min', '1.66 min', '1.67 min', '1.67 min', '1.67 min', '1.67 min']"
592,A0_Ni04,57COg,271.74 d,23478340.0,2162.363875952063,122.06065,85.6,"['9.05 min', '9.05 min', '9.06 min', '9.06 min', '9.07 min', '9.07 min', '9.07 min', '9.08 min']"
712,A0_Ni04,54MNg,312.05 d,26961120.0,4.704215475357765,834.848,99.976,"['2.48 d', '2.48 d', '2.48 d', '2.48 d', '2.48 d', '2.48 d', '2.48 d', '2.49 d']"
705,A0_Ni04,55FEg,2.74 y,86594050.0,290.108001363802,126.0,1.28e-07,"['-', '-', '-', '-', '-', '-', '-', '-']"
466,A0_Ni04,60COg,5.27 y,166344200.0,2.624860378894601,1332.492,99.9826,"['4.42 d', '4.42 d', '4.42 d', '4.42 d', '4.42 d', '4.42 d', '4.42 d', '4.42 d']"
331,A0_Ni05,59CUg,1.36 min,81.5,89.07769611440506,1301.35,14.78,"['-', '-', '-', '-', '-', '-', '-', '-']"
267,A0_Ni05,54COm1,1.48 min,88.8,91.38155140017226,1407.0,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
401,A0_Ni05,62COg,1.50 min,90.0,6.029727351378684,1172.9,83.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
240,A0_Ni05,53FEm1,2.54 min,152.4,724.919215635946,701.1,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
205,A0_Ni05,53FEg,8.51 min,510.6,374858.2319017658,377.9,42.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
366,A0_Ni05,62CUg,9.67 min,580.38,79313.00212459276,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
502,A0_Ni05,60COm1,10.47 min,628.02,33913.02413192765,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
911,A0_Ni05,60COm,10.47 min,628.02,8359.660837437224,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
436,A0_Ni05,62COm1,13.91 min,834.6,3617.2273458718664,1172.9,97.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
150,A0_Ni05,52MNm1,21.10 min,1266.0,5586.437440063419,1434.06,98.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
734,A0_Ni05,60CUg,23.70 min,1422.0,333915.94701435347,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
697,A0_Ni05,47Vg,32.60 min,1956.0,1.421434485199863,1793.9,0.191,"['-', '-', '-', '-', '-', '-', '-', '-']"
296,A0_Ni05,51MNg,46.20 min,2772.0,21753.497095213952,749.07,0.265,"['-', '-', '-', '-', '-', '-', '-', '-']"
796,A0_Ni05,61COg,1.65 h,5940.0,31432.621532548124,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
534,A0_Ni05,56MNg,2.58 h,9284.04,430.3142831887358,846.7638,98.85,"['-', '-', '-', '-', '-', '-', '-', '-']"
860,A0_Ni05,61CUg,3.33 h,11998.8,41903.23041943792,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
574,A0_Ni05,58COm1,9.10 h,32760.0,331687.0043126378,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
927,A0_Ni05,58COm,9.10 h,32760.0,3799.5310115998577,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
674,A0_Ni05,64CUg,12.70 h,45723.6,1503.2493312800048,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
632,A0_Ni05,55COg,17.53 h,63108.0,44628.18411416426,931.1,75.0,"['3.33 min', '3.90 min', '4.57 min', '5.35 min', '6.27 min', '7.34 min', '8.61 min', '10.09 min']"
20,A0_Ni05,57NIg,1.48 d,128160.0,324521.53931475495,1377.63,81.7,"['9.60 s', '10.38 s', '11.22 s', '12.13 s', '13.11 s', '14.18 s', '15.32 s', '16.57 s']"
115,A0_Ni05,52MNg,5.59 d,483062.4,114.84814863097372,1434.092,100.0,"['3.12 h', '3.19 h', '3.26 h', '3.33 h', '3.40 h', '3.47 h', '3.54 h', '3.62 h']"
80,A0_Ni05,56NIg,6.08 d,524880.0,8082.847101151747,158.38,98.8,"['2.62 min', '2.67 min', '2.72 min', '2.78 min', '2.83 min', '2.88 min', '2.94 min', '3.00 min']"
825,A0_Ni05,59FEg,44.49 d,3844368.0,4.161626310009376,1099.245,56.5,"['5.29 d', '5.30 d', '5.32 d', '5.33 d', '5.35 d', '5.36 d', '5.38 d', '5.39 d']"
561,A0_Ni05,58COg,70.86 d,6122304.0,1694.1667689984602,810.7593,99.45,"['10.09 min', '10.10 min', '10.12 min', '10.14 min', '10.15 min', '10.17 min', '10.19 min', '10.20 min']"
769,A0_Ni05,56COg,77.23 d,6672931.0,11224.563329746345,846.77,99.9399,"['1.51 min', '1.51 min', '1.52 min', '1.52 min', '1.52 min', '1.52 min', '1.53 min', '1.53 min']"
597,A0_Ni05,57COg,271.74 d,23478340.0,2135.228083651149,122.06065,85.6,"['9.17 min', '9.17 min', '9.17 min', '9.18 min', '9.18 min', '9.18 min', '9.19 min', '9.19 min']"
713,A0_Ni05,54MNg,312.05 d,26961120.0,1.1222978770642498,834.848,99.976,"['10.48 d', '10.49 d', '10.49 d', '10.49 d', '10.50 d', '10.50 d', '10.51 d', '10.51 d']"
706,A0_Ni05,55FEg,2.74 y,86594050.0,152.9533035883185,126.0,1.28e-07,"['-', '-', '-', '-', '-', '-', '-', '-']"
471,A0_Ni05,60COg,5.27 y,166344200.0,2.4332069053319243,1332.492,99.9826,"['4.77 d', '4.77 d', '4.77 d', '4.77 d', '4.77 d', '4.77 d', '4.77 d', '4.77 d']"
336,A0_Ni06,59CUg,1.36 min,81.5,112.23404703861353,1301.35,14.78,"['-', '-', '-', '-', '-', '-', '-', '-']"
270,A0_Ni06,54COm1,1.48 min,88.8,126.63152522374448,1407.0,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
406,A0_Ni06,62COg,1.50 min,90.0,4.348404377696462,1172.9,83.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
245,A0_Ni06,53FEm1,2.54 min,152.4,225.3164366947757,701.1,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
210,A0_Ni06,53FEg,8.51 min,510.6,208942.8967995097,377.9,42.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
371,A0_Ni06,62CUg,9.67 min,580.38,112102.19745113431,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
506,A0_Ni06,60COm1,10.47 min,628.02,24661.09761245225,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
915,A0_Ni06,60COm,10.47 min,628.02,8649.070705054706,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
441,A0_Ni06,62COm1,13.91 min,834.6,2304.0733192175135,1172.9,97.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
155,A0_Ni06,52MNm1,21.10 min,1266.0,1129.8735431640823,1434.06,98.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
739,A0_Ni06,60CUg,23.70 min,1422.0,412102.92950688826,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
301,A0_Ni06,51MNg,46.20 min,2772.0,27337.2876140624,749.07,0.265,"['-', '-', '-', '-', '-', '-', '-', '-']"
799,A0_Ni06,61COg,1.65 h,5940.0,25474.03324321514,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
539,A0_Ni06,56MNg,2.58 h,9284.04,167.7190950290961,846.7638,98.85,"['-', '-', '-', '-', '-', '-', '-', '-']"
865,A0_Ni06,61CUg,3.33 h,11998.8,45297.208059405624,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
575,A0_Ni06,58COm1,9.10 h,32760.0,322012.00619107357,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
928,A0_Ni06,58COm,9.10 h,32760.0,1373.4918865299549,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
675,A0_Ni06,64CUg,12.70 h,45723.6,1780.272902054002,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
637,A0_Ni06,55COg,17.53 h,63108.0,22238.363250836843,931.1,75.0,"['6.68 min', '7.83 min', '9.18 min', '10.75 min', '12.60 min', '14.77 min', '17.32 min', '20.31 min']"
25,A0_Ni06,57NIg,1.48 d,128160.0,358552.79120632395,1377.63,81.7,"['8.69 s', '9.40 s', '10.16 s', '10.98 s', '11.87 s', '12.83 s', '13.87 s', '14.99 s']"
120,A0_Ni06,52MNg,5.59 d,483062.4,24.329651533687073,1434.092,100.0,"['15.21 h', '15.54 h', '15.88 h', '16.23 h', '16.58 h', '16.94 h', '17.31 h', '17.69 h']"
85,A0_Ni06,56NIg,6.08 d,524880.0,6768.570105814569,158.38,98.8,"['3.13 min', '3.19 min', '3.25 min', '3.32 min', '3.38 min', '3.44 min', '3.51 min', '3.58 min']"
830,A0_Ni06,59FEg,44.49 d,3844368.0,2.512238886746337,1099.245,56.5,"['9.02 d', '9.04 d', '9.07 d', '9.09 d', '9.12 d', '9.14 d', '9.17 d', '9.19 d']"
564,A0_Ni06,58COg,70.86 d,6122304.0,1565.9157687008774,810.7593,99.45,"['10.91 min', '10.93 min', '10.95 min', '10.97 min', '10.99 min', '11.00 min', '11.02 min', '11.04 min']"
774,A0_Ni06,56COg,77.23 d,6672931.0,10681.148041928092,846.77,99.9399,"['1.59 min', '1.59 min', '1.59 min', '1.60 min', '1.60 min', '1.60 min', '1.60 min', '1.61 min']"
602,A0_Ni06,57COg,271.74 d,23478340.0,2325.391689014333,122.06065,85.6,"['8.42 min', '8.42 min', '8.42 min', '8.43 min', '8.43 min', '8.43 min', '8.44 min', '8.44 min']"
707,A0_Ni06,55FEg,2.74 y,86594050.0,76.56403163799035,126.0,1.28e-07,"['-', '-', '-', '-', '-', '-', '-', '-']"
476,A0_Ni06,60COg,5.27 y,166344200.0,1.844462085934236,1332.492,99.9826,"['6.29 d', '6.29 d', '6.29 d', '6.29 d', '6.29 d', '6.29 d', '6.29 d', '6.29 d']"
341,A0_Ni07,59CUg,1.36 min,81.5,173.87671403982364,1301.35,14.78,"['-', '-', '-', '-', '-', '-', '-', '-']"
273,A0_Ni07,54COm1,1.48 min,88.8,141.86456332183957,1407.0,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
411,A0_Ni07,62COg,1.50 min,90.0,2.8971194592266296,1172.9,83.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
250,A0_Ni07,53FEm1,2.54 min,152.4,28.0045871095458,701.1,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
215,A0_Ni07,53FEg,8.51 min,510.6,81634.36661708291,377.9,42.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
376,A0_Ni07,62CUg,9.67 min,580.38,138890.52590321496,1172.97,0.342,"['-', '-', '-', '-', '-', '-', '-', '-']"
510,A0_Ni07,60COm1,10.47 min,628.02,16374.58287951996,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
919,A0_Ni07,60COm,10.47 min,628.02,10233.78598070607,58.603,2.0601,"['-', '-', '-', '-', '-', '-', '-', '-']"
446,A0_Ni07,62COm1,13.91 min,834.6,1301.508857517971,1172.9,97.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
160,A0_Ni07,52MNm1,21.10 min,1266.0,39.272535895107325,1434.06,98.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
744,A0_Ni07,60CUg,23.70 min,1422.0,451354.70425971784,1332.5,88.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
306,A0_Ni07,51MNg,46.20 min,2772.0,22128.01422098726,749.07,0.265,"['-', '-', '-', '-', '-', '-', '-', '-']"
802,A0_Ni07,61COg,1.65 h,5940.0,19495.015299663097,67.412,84.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
544,A0_Ni07,56MNg,2.58 h,9284.04,41.573339156611915,846.7638,98.85,"['-', '-', '-', '-', '-', '-', '-', '-']"
870,A0_Ni07,61CUg,3.33 h,11998.8,60699.38326747433,282.956,12.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
576,A0_Ni07,58COm1,9.10 h,32760.0,249506.870673566,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
929,A0_Ni07,58COm,9.10 h,32760.0,420.1951746202896,24.889,0.0397,"['-', '-', '-', '-', '-', '-', '-', '-']"
676,A0_Ni07,64CUg,12.70 h,45723.6,2144.8144836643255,1345.77,0.475,"['-', '-', '-', '-', '-', '-', '-', '-']"
642,A0_Ni07,55COg,17.53 h,63108.0,11851.5962422965,931.1,75.0,"['12.56 min', '14.73 min', '17.26 min', '20.24 min', '23.74 min', '27.84 min', '32.66 min', '38.33 min']"
30,A0_Ni07,57NIg,1.48 d,128160.0,417053.2781847397,1377.63,81.7,"['7.47 s', '8.08 s', '8.73 s', '9.44 s', '10.20 s', '11.03 s', '11.92 s', '12.89 s']"
125,A0_Ni07,52MNg,5.59 d,483062.4,1.6283868713339258,1434.092,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
90,A0_Ni07,56NIg,6.08 d,524880.0,4650.609305472608,158.38,98.8,"['4.56 min', '4.65 min', '4.73 min', '4.83 min', '4.92 min', '5.01 min', '5.11 min', '5.21 min']"
835,A0_Ni07,59FEg,44.49 d,3844368.0,1.0779892497306796,1099.245,56.5,"['23.39 d', '23.47 d', '23.54 d', '23.61 d', '23.69 d', '23.76 d', '23.84 d', '23.91 d']"
567,A0_Ni07,58COg,70.86 d,6122304.0,1124.5863549903793,810.7593,99.45,"['15.20 min', '15.22 min', '15.25 min', '15.27 min', '15.30 min', '15.32 min', '15.35 min', '15.37 min']"
779,A0_Ni07,56COg,77.23 d,6672931.0,7797.422798620106,846.77,99.9399,"['2.18 min', '2.18 min', '2.18 min', '2.19 min', '2.19 min', '2.19 min', '2.20 min', '2.20 min']"
607,A0_Ni07,57COg,271.74 d,23478340.0,3051.8843740507523,122.06065,85.6,"['6.41 min', '6.42 min', '6.42 min', '6.42 min', '6.42 min', '6.43 min', '6.43 min', '6.43 min']"
708,A0_Ni07,55FEg,2.74 y,86594050.0,31.895698577485184,126.0,1.28e-07,"['-', '-', '-', '-', '-', '-', '-', '-']"
481,A0_Ni07,60COg,5.27 y,166344200.0,1.41384760929873,1332.492,99.9826,"['8.21 d', '8.21 d', '8.21 d', '8.21 d', '8.21 d', '8.21 d', '8.21 d', '8.21 d']"
1807,A0_Sn01,114INg,1.20 min,71.9,25.269435337203028,1299.83,0.139,"['-', '-', '-', '-', '-', '-', '-', '-']"
1664,A0_Sn01,111SBg,1.25 min,75.0,12.437706007073372,154.48,67.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1311,A0_Sn01,109INm,1.34 min,80.4,44.32243432729708,649.8,93.51,"['-', '-', '-', '-', '-', '-', '-', '-']"
2481,A0_Sn01,124SBm,1.55 min,93.0,72.84710708698428,498.4,25.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1791,A0_Sn01,108AGg,2.38 min,142.92,11.621111687009478,632.98,1.76,"['-', '-', '-', '-', '-', '-', '-', '-']"
2216,A0_Sn01,119INg,2.40 min,144.0,7688.682170339175,763.14,92.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1027,A0_Sn01,114SBg,3.49 min,209.4,412876.98016044503,1299.92,98.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1351,A0_Sn01,118SBg,3.60 min,216.0,166405.00560255346,1229.33,2.5,"['-', '-', '-', '-', '-', '-', '-', '-']"
2341,A0_Sn01,121INm,3.88 min,232.8,1275.194864400301,60.1,21.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2314,A0_Sn01,122SBm,4.19 min,251.46,23860.86348418884,61.413,55.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1421,A0_Sn01,105INg,5.07 min,304.2,145.26038479317117,131.47,41.3,"['-', '-', '-', '-', '-', '-', '-', '-']"
1886,A0_Sn01,106INm,5.20 min,312.0,382.75708863606854,632.66,91.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1856,A0_Sn01,106INg,6.20 min,372.0,1723.7355030804065,632.6,99.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1478,A0_Sn01,113SBg,6.67 min,400.2,625607.7367536287,497.96,80.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1513,A0_Sn01,105AGm,7.23 min,433.8,225.06353846448593,319.16,0.16,"['-', '-', '-', '-', '-', '-', '-', '-']"
1118,A0_Sn01,111INm,7.70 min,462.0,13206.755123496074,537.0,87.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1806,A0_Sn01,102AGm,7.70 min,462.0,2.4776777322123005,9.3,4.1e-06,"['-', '-', '-', '-', '-', '-', '-', '-']"
1160,A0_Sn01,112INg,14.97 min,898.2,48612.87891902474,617.517,1.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1062,A0_Sn01,116SBg,15.80 min,948.0,3122618.187119636,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2156,A0_Sn01,120SBg,15.89 min,953.4,480919.2647129907,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1741,A0_Sn01,109SNg,18.00 min,1080.0,119728.57608992996,649.8,29.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2244,A0_Sn01,119INm,18.00 min,1080.0,43690.06219732622,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1195,A0_Sn01,112INm,20.56 min,1233.6,343735.9262102706,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
1734,A0_Sn01,113SNm,21.40 min,1284.0,3287328.3293412775,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
1548,A0_Sn01,106AGg,23.96 min,1437.6,366.2193161691946,621.95,0.32,"['-', '-', '-', '-', '-', '-', '-', '-']"
1436,A0_Sn01,115SBg,32.10 min,1926.0,6042715.086014143,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2097,A0_Sn01,107INg,32.40 min,1944.0,8314.581084918289,204.95,47.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
965,A0_Sn01,104AGm,33.50 min,2010.0,35.7814894825865,555.8,90.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2002,A0_Sn01,111SNg,35.30 min,2118.0,403084.532090736,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1629,A0_Sn01,108INm,39.60 min,2376.0,16490.639381554323,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
2411,A0_Sn01,123SNm,40.06 min,2403.6,106813.13519977716,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
2037,A0_Sn01,117INg,43.20 min,2592.0,468276.4967655092,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1262,A0_Sn01,111CDm,48.54 min,2912.4,14432.611032646571,245.395,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1202,A0_Sn01,116INm,54.29 min,3257.4,252027.45354161735,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1007,A0_Sn01,105CDg,55.50 min,3330.0,5877.922459975807,961.84,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
2137,A0_Sn01,104CDg,57.70 min,3462.0,20.89316166416505,83.5,47.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1594,A0_Sn01,108INg,58.00 min,3480.0,36645.80184885309,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2072,A0_Sn01,103AGg,1.09 h,3942.0,459.1558443507014,118.74,31.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1946,A0_Sn01,110INm,1.15 h,4146.0,104602.52378547772,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
930,A0_Sn01,104AGg,1.15 h,4152.0,162.8765472273879,555.8,92.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2065,A0_Sn01,113INm,1.66 h,5968.56,28523.952801863787,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
2058,A0_Sn01,117INm,1.94 h,6972.0,44707.30784711701,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
