,Activity foil,isotope,half life,half life (s),A0 bequerel,E gamma,I gamma,counting times at delays 2.00 d/2.17 d/2.33 d/2.50 d/2.67 d/2.83 d/3.00 d/3.17 d
2865,A0_Ta01,177TAg,2.36 d,203616.0,88800.07342002756,112.9,7.2,"['4.70 min', '4.93 min', '5.18 min', '5.44 min', '5.71 min', '6.00 min', '6.30 min', '6.62 min']"
2700,A0_Ta01,175HFg,70.00 d,6048000.0,162.17871584556076,343.4,84.0,"['2.08 h', '2.08 h', '2.09 h', '2.09 h', '2.09 h', '2.10 h', '2.10 h', '2.10 h']"
2795,A0_Ta01,181Wg,121.20 d,10471680.0,301.1157887524803,6.24,1.03,"['3.82 d', '3.82 d', '3.82 d', '3.83 d', '3.83 d', '3.83 d', '3.84 d', '3.84 d']"
2900,A0_Ta01,172HFg,1.87 y,59012710.0,1.3380441860044183,23.9331,20.3,"['43.65 d', '43.66 d', '43.67 d', '43.67 d', '43.68 d', '43.69 d', '43.70 d', '43.70 d']"
2535,A0_Ta02,179Wm,6.40 min,384.0,45473.42569642671,221.5,8.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
2570,A0_Ta02,178TAg,9.31 min,558.6,2760945.6884815474,93.13,6.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2910,A0_Ta02,178LUg,28.40 min,1704.0,11.781541710707954,93.179,6.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2518,A0_Ta02,179Wg,37.05 min,2223.0,3407846.0553561933,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2690,A0_Ta02,174TAg,1.14 h,4104.0,27.734301761174837,206.5,60.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2835,A0_Ta02,177Wg,2.20 h,7920.0,7478790.441596391,115.65,47.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2928,A0_Ta02,176LUm,3.63 h,13086.0,7.758760536298195,88.361,8.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2610,A0_Ta02,179LUg,4.59 h,16524.0,30.75355082274792,214.33,12.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2655,A0_Ta02,180HFm,5.50 h,19800.0,11981.980449203218,332.274,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2740,A0_Ta02,176TAg,8.09 h,29124.0,59106.084599283146,1159.3,24.7,"['1.22 h', '1.76 h', '2.57 h', '3.81 h', '5.81 h', '9.39 h', '17.60 h', '-']"
2818,A0_Ta02,180TAg,8.15 h,29354.4,507883.27484435705,93.324,4.51,"['44.42 min', '1.05 h', '1.51 h', '2.18 h', '3.19 h', '4.78 h', '7.45 h', '12.66 h']"
2630,A0_Ta02,175TAg,10.50 h,37800.0,2112.1164260981195,207.4,14.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2770,A0_Ta02,173HFg,23.60 h,84960.0,1886.160139639553,123.675,83.0,"['44.07 min', '49.63 min', '55.90 min', '1.05 h', '1.18 h', '1.33 h', '1.50 h', '1.70 h']"
2870,A0_Ta02,177TAg,2.36 d,203616.0,55401.82450333888,112.9,7.2,"['7.53 min', '7.91 min', '8.31 min', '8.72 min', '9.16 min', '9.62 min', '10.11 min', '10.62 min']"
2705,A0_Ta02,175HFg,70.00 d,6048000.0,180.02690506408865,343.4,84.0,"['1.87 h', '1.88 h', '1.88 h', '1.88 h', '1.89 h', '1.89 h', '1.89 h', '1.90 h']"
2798,A0_Ta02,181Wg,121.20 d,10471680.0,359.5425298294549,6.24,1.03,"['3.19 d', '3.19 d', '3.20 d', '3.20 d', '3.20 d', '3.21 d', '3.21 d', '3.21 d']"
2540,A0_Ta03,179Wm,6.40 min,384.0,43970.39372728072,221.5,8.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
2575,A0_Ta03,178TAg,9.31 min,558.6,2301578.038663928,93.13,6.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2915,A0_Ta03,178LUg,28.40 min,1704.0,4.140911397702026,93.179,6.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2520,A0_Ta03,179Wg,37.05 min,2223.0,3359907.4509032234,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2695,A0_Ta03,174TAg,1.14 h,4104.0,3.159598382246006,206.5,60.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2840,A0_Ta03,177Wg,2.20 h,7920.0,8723456.146426175,115.65,47.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2933,A0_Ta03,176LUm,3.63 h,13086.0,6.71334541830366,88.361,8.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2615,A0_Ta03,179LUg,4.59 h,16524.0,12.784406741237538,214.33,12.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2660,A0_Ta03,180HFm,5.50 h,19800.0,9689.187415295391,332.274,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2745,A0_Ta03,176TAg,8.09 h,29124.0,26814.89118696681,1159.3,24.7,"['2.89 h', '4.32 h', '6.68 h', '11.11 h', '23.36 h', '-', '-', '-']"
2820,A0_Ta03,180TAg,8.15 h,29354.4,460718.4217388361,93.324,4.51,"['49.13 min', '1.17 h', '1.68 h', '2.43 h', '3.57 h', '5.40 h', '8.57 h', '15.26 h']"
2635,A0_Ta03,175TAg,10.50 h,37800.0,749.6984251677155,207.4,14.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2775,A0_Ta03,173HFg,23.60 h,84960.0,796.9009819380518,123.675,83.0,"['1.76 h', '1.99 h', '2.25 h', '2.54 h', '2.87 h', '3.24 h', '3.67 h', '4.16 h']"
2875,A0_Ta03,177TAg,2.36 d,203616.0,36277.66061253676,112.9,7.2,"['11.50 min', '12.08 min', '12.69 min', '13.33 min', '14.00 min', '14.70 min', '15.44 min', '16.22 min']"
2710,A0_Ta03,175HFg,70.00 d,6048000.0,164.9261634774228,343.4,84.0,"['2.05 h', '2.05 h', '2.05 h', '2.06 h', '2.06 h', '2.06 h', '2.07 h', '2.07 h']"
2801,A0_Ta03,181Wg,121.20 d,10471680.0,347.4047195939987,6.24,1.03,"['3.30 d', '3.31 d', '3.31 d', '3.31 d', '3.32 d', '3.32 d', '3.32 d', '3.33 d']"
2545,A0_Ta04,179Wm,6.40 min,384.0,51334.0170272195,221.5,8.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
2580,A0_Ta04,178TAg,9.31 min,558.6,1906587.4491690365,93.13,6.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2522,A0_Ta04,179Wg,37.05 min,2223.0,4063504.349929439,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2845,A0_Ta04,177Wg,2.20 h,7920.0,9963705.405658435,115.65,47.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2938,A0_Ta04,176LUm,3.63 h,13086.0,5.9145895534080175,88.361,8.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2620,A0_Ta04,179LUg,4.59 h,16524.0,1.970270208928044,214.33,12.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2665,A0_Ta04,180HFm,5.50 h,19800.0,8023.136618885923,332.274,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2750,A0_Ta04,176TAg,8.09 h,29124.0,6223.943068410563,1159.3,24.7,"['1.42 d', '-', '-', '-', '-', '-', '-', '-']"
2822,A0_Ta04,180TAg,8.15 h,29354.4,475593.0644527573,93.324,4.51,"['47.54 min', '1.13 h', '1.62 h', '2.34 h', '3.44 h', '5.19 h', '8.18 h', '14.32 h']"
2640,A0_Ta04,175TAg,10.50 h,37800.0,32.77668766042084,207.4,14.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2780,A0_Ta04,173HFg,23.60 h,84960.0,133.6244270106329,123.675,83.0,"['12.20 h', '14.09 h', '16.33 h', '19.05 h', '22.39 h', '1.11 d', '1.33 d', '1.64 d']"
2880,A0_Ta04,177TAg,2.36 d,203616.0,19803.052594784906,112.9,7.2,"['21.10 min', '22.16 min', '23.27 min', '24.45 min', '25.68 min', '26.97 min', '28.33 min', '29.76 min']"
2715,A0_Ta04,175HFg,70.00 d,6048000.0,156.01691820233907,343.4,84.0,"['2.16 h', '2.17 h', '2.17 h', '2.17 h', '2.18 h', '2.18 h', '2.18 h', '2.19 h']"
2804,A0_Ta04,181Wg,121.20 d,10471680.0,404.5013315901904,6.24,1.03,"['2.83 d', '2.84 d', '2.84 d', '2.84 d', '2.84 d', '2.85 d', '2.85 d', '2.85 d']"
2550,A0_Ta05,179Wm,6.40 min,384.0,141507.0538412179,221.5,8.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
2585,A0_Ta05,178TAg,9.31 min,558.6,2853523.028796372,93.13,6.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2524,A0_Ta05,179Wg,37.05 min,2223.0,11884257.204155467,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2850,A0_Ta05,177Wg,2.20 h,7920.0,18292921.055592816,115.65,47.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2943,A0_Ta05,176LUm,3.63 h,13086.0,9.577173716002456,88.361,8.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2670,A0_Ta05,180HFm,5.50 h,19800.0,12912.775103497825,332.274,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2755,A0_Ta05,176TAg,8.09 h,29124.0,1854.2130171787896,1159.3,24.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
2824,A0_Ta05,180TAg,8.15 h,29354.4,1086622.375061259,93.324,4.51,"['20.41 min', '28.85 min', '40.88 min', '58.14 min', '1.39 h', '2.00 h', '2.91 h', '4.33 h']"
2645,A0_Ta05,175TAg,10.50 h,37800.0,3.228167823599119,207.4,14.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2785,A0_Ta05,173HFg,23.60 h,84960.0,25.153579955395763,123.675,83.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2885,A0_Ta05,177TAg,2.36 d,203616.0,14642.473340393588,112.9,7.2,"['28.55 min', '29.99 min', '31.50 min', '33.09 min', '34.76 min', '36.51 min', '38.35 min', '40.29 min']"
2720,A0_Ta05,175HFg,70.00 d,6048000.0,267.78312817975564,343.4,84.0,"['1.26 h', '1.26 h', '1.26 h', '1.27 h', '1.27 h', '1.27 h', '1.27 h', '1.27 h']"
2807,A0_Ta05,181Wg,121.20 d,10471680.0,1085.0537853263268,6.24,1.03,"['1.05 d', '1.05 d', '1.05 d', '1.05 d', '1.05 d', '1.06 d', '1.06 d', '1.06 d']"
2555,A0_Ta06,179Wm,6.40 min,384.0,74190.43098184223,221.5,8.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
2590,A0_Ta06,178TAg,9.31 min,558.6,610530.0962048838,93.13,6.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2526,A0_Ta06,179Wg,37.05 min,2223.0,6666872.189753833,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2855,A0_Ta06,177Wg,2.20 h,7920.0,2785484.7171044764,115.65,47.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2948,A0_Ta06,176LUm,3.63 h,13086.0,2.0709445435404845,88.361,8.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2675,A0_Ta06,180HFm,5.50 h,19800.0,3121.6923020983245,332.274,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2760,A0_Ta06,176TAg,8.09 h,29124.0,117.09506517026252,1159.3,24.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
2826,A0_Ta06,180TAg,8.15 h,29354.4,426790.9563648705,93.324,4.51,"['53.18 min', '1.27 h', '1.82 h', '2.64 h', '3.91 h', '5.96 h', '9.61 h', '18.05 h']"
2790,A0_Ta06,173HFg,23.60 h,84960.0,1.0525482181686572,123.675,83.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2890,A0_Ta06,177TAg,2.36 d,203616.0,1945.906616001612,112.9,7.2,"['3.65 h', '3.84 h', '4.04 h', '4.24 h', '4.46 h', '4.69 h', '4.94 h', '5.19 h']"
2725,A0_Ta06,175HFg,70.00 d,6048000.0,54.89725864156038,343.4,84.0,"['6.15 h', '6.16 h', '6.17 h', '6.18 h', '6.19 h', '6.20 h', '6.21 h', '6.22 h']"
2810,A0_Ta06,181Wg,121.20 d,10471680.0,504.2989992902018,6.24,1.03,"['2.27 d', '2.27 d', '2.27 d', '2.28 d', '2.28 d', '2.28 d', '2.28 d', '2.28 d']"
2560,A0_Ta07,179Wm,6.40 min,384.0,138225.46109226995,221.5,8.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
2595,A0_Ta07,178TAg,9.31 min,558.6,249563.06406820915,93.13,6.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2528,A0_Ta07,179Wg,37.05 min,2223.0,11793356.574471196,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2860,A0_Ta07,177Wg,2.20 h,7920.0,641979.395018656,115.65,47.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2680,A0_Ta07,180HFm,5.50 h,19800.0,1407.548765237606,332.274,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2828,A0_Ta07,180TAg,8.15 h,29354.4,380039.5448493926,93.324,4.51,"['1.00 h', '1.43 h', '2.06 h', '3.01 h', '4.50 h', '6.95 h', '11.60 h', '1.04 d']"
2895,A0_Ta07,177TAg,2.36 d,203616.0,433.7197628331951,112.9,7.2,"['17.83 h', '18.84 h', '19.91 h', '21.05 h', '22.27 h', '23.57 h', '1.04 d', '1.10 d']"
2730,A0_Ta07,175HFg,70.00 d,6048000.0,19.598029718481484,343.4,84.0,"['17.27 h', '17.30 h', '17.33 h', '17.36 h', '17.39 h', '17.42 h', '17.44 h', '17.47 h']"
2813,A0_Ta07,181Wg,121.20 d,10471680.0,558.7884376449084,6.24,1.03,"['2.05 d', '2.05 d', '2.05 d', '2.05 d', '2.05 d', '2.06 d', '2.06 d', '2.06 d']"
